Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CAP,CAPln,OPM,BOARD,LEV,WORDSln,CONTR,GAP,RDBL,ESG Combined score,ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Workforce Score,CSR Strategy Score,Community Score,LinkedIn URL,POSTS,WORDS,WORDS_per_post,SENTENCES_per_post,POSTSln,Cat_ESG_posts,Cat_E_posts,Cat_S_posts,Cat_G_posts,Cat_N_posts,Resource_Use_posts,Emissions_posts,Innovation_posts,Workforce_posts,Human_Rights_posts,Community_posts,Product_Responsibility_posts,Management_posts,Shareholders_posts,CSR_Strategy_posts,Cat_ESG_words,Cat_E_words,Cat_S_words,Cat_G_words,Cat_N_words,Resource_Use_words,Emissions_words,Innovation_words,Workforce_words,Human_Rights_words,Community_words,Product_Responsibility_words,Management_words,Shareholders_words,CSR_Strategy_words,Gunning_Fog,A_01_score,A_02_score,B_01_score,B_02_score,B_03_score,C_01_score,C_02_score,C_04_score,C_05_score,C_06_score,D_01_score,L_01_score,Crit_A,Crit_B,Crit_C,Crit_D,Crit_L,Gunning_Fog_ESG,A_01_score_ESG,A_02_score_ESG,B_01_score_ESG,B_02_score_ESG,B_03_score_ESG,C_01_score_ESG,C_02_score_ESG,C_04_score_ESG,C_05_score_ESG,C_06_score_ESG,D_01_score_ESG,L_01_score_ESG,Crit_A_ESG,Crit_B_ESG,Crit_C_ESG,Crit_D_ESG,Crit_L_ESG,RDBL_ESG,Gunning_Fog_E,A_01_score_E,A_02_score_E,B_01_score_E,B_02_score_E,B_03_score_E,C_01_score_E,C_02_score_E,C_04_score_E,C_05_score_E,C_06_score_E,D_01_score_E,L_01_score_E,Crit_A_E,Crit_B_E,Crit_C_E,Crit_D_E,Crit_L_E,RDBL_E,Gunning_Fog_S,A_01_score_S,A_02_score_S,B_01_score_S,B_02_score_S,B_03_score_S,C_01_score_S,C_02_score_S,C_04_score_S,C_05_score_S,C_06_score_S,D_01_score_S,L_01_score_S,Crit_A_S,Crit_B_S,Crit_C_S,Crit_D_S,Crit_L_S,RDBL_S,Gunning_Fog_G,A_01_score_G,A_02_score_G,B_01_score_G,B_02_score_G,B_03_score_G,C_01_score_G,C_02_score_G,C_04_score_G,C_05_score_G,C_06_score_G,D_01_score_G,L_01_score_G,Crit_A_G,Crit_B_G,Crit_C_G,Crit_D_G,Crit_L_G,RDBL_G,Gunning_Fog_N,A_01_score_N,A_02_score_N,B_01_score_N,B_02_score_N,B_03_score_N,C_01_score_N,C_02_score_N,C_04_score_N,C_05_score_N,C_06_score_N,D_01_score_N,L_01_score_N,Crit_A_N,Crit_B_N,Crit_C_N,Crit_D_N,Crit_L_N,RDBL_N,ESG Weighted Score_posts,ESG Weighted Score_words,ESG Score_z,ESG Weighted Score_posts_z,ESG Weighted Score_words_z
GRND3.SA,Grendene SA,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,"645,069,931.28",20.28,0.2119509,0.2857,0.021981,9.10919319,0,0.685734093,3.516239316,35.92011937,100,35.92011937,56.83,28.8,48.42,16.55,28.21,9.64,12.97,62.04,46.07,42.26,68.6,6.82,64.94,https://www.linkedin.com/company/grendene-sa,79,9038,114.4050633,6.46835443,4.369447852,0.721518987,0.189873418,0.544303797,0.278481013,0.278481013,0.126582278,0.037974684,0.151898734,0.405063291,0.012658228,0.101265823,0.101265823,0,0.012658228,0.265822785,0.741757026,0.254149148,0.515822085,0.370989157,0.258242974,0.175923877,0.064394778,0.204138084,0.394445674,0.018145607,0.098583757,0.103784023,0,0.015932728,0.355056428,16.06250746,3.987179487,3.948717949,2.615384615,3.269230769,3.064102564,4.5,4.017857143,3.628205128,3.397435897,3.384615385,3.871794872,3.307692308,3.967948718,2.884615385,3.613461538,3.871794872,3.307692308,16.62476585,4.017857143,4,2.767857143,3.357142857,3.214285714,4.648648649,4.166666667,3.803571429,3.535714286,3.553571429,3.892857143,3.357142857,4.008928571,3.041666667,3.783630952,3.892857143,3.357142857,3.630717893,17.37525651,4,4.066666667,3,3.571428571,3.4,4.5,4.181818182,4,3.733333333,3.666666667,4,3.333333333,4.033333333,3.3,3.936666667,4,3.333333333,3.743131313,16.55125818,4,3.976190476,2.642857143,3.275862069,3.119047619,4.678571429,4.1875,3.714285714,3.5,3.476190476,3.785714286,3.238095238,3.988095238,2.932539682,3.748015873,3.785714286,3.238095238,3.57025012,17.91289664,4.045454545,4,3.181818182,3.454545455,3.409090909,4.6,4.375,4,3.727272727,3.772727273,4.045454545,3.5,4.022727273,3.348484848,3.973484849,4.045454545,3.5,3.787603306,14.63130426,3.909090909,3.818181818,2.227272727,2.9,2.681818182,3.888888889,3.571428571,3.181818182,3.045454545,2.954545455,3.818181818,3.181818182,3.863636364,2.484848485,3.18030303,3.818181818,3.181818182,3.224839302,36.80481013,40.24441359,-1.007134474,-0.201470211,-0.321400381
HAPD.IC,Hampidjan hf,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,"441,287,507.30",19.91,0.073278,0,0.6538118,7.921535632,0,0.921850534,4.168240093,27.49558424,100,27.49558424,46.89,28.8,25.34,13.49,86.54,3.57,0,6.48,25,35.71,2.74,45.83,55.49,https://www.linkedin.com/company/hampi%C3%B0jan-group/,27,2756,102.0740741,5.740740741,3.295836866,0.814814815,0.481481481,0.518518519,0.222222222,0.185185185,0.259259259,0,0.481481481,0.074074074,0,0.074074074,0.444444444,0.111111111,0.037037037,0.148148148,0.845428157,0.49383164,0.538461538,0.224600871,0.154571843,0.264513788,0,0.49383164,0.082365747,0,0.066763425,0.469521045,0.126269956,0.052975327,0.151306241,11.59152403,4.5,4.269230769,3.346153846,3.75,4,4.611111111,4.411764706,4.269230769,3.923076923,4.115384615,4.384615385,4.692307692,4.384615385,3.705128205,4.201923077,4.384615385,4.692307692,11.28712362,4.5,4.227272727,3.363636364,3.80952381,4,4.5625,4.428571429,4.272727273,3.954545455,4.090909091,4.454545455,4.727272727,4.363636364,3.71969697,4.195454545,4.454545455,4.727272727,4.175344353,10.88605934,4.461538462,4.230769231,3.230769231,3.615384615,3.846153846,4.555555556,4.5,4.153846154,3.923076923,3.923076923,4.307692308,4.769230769,4.346153846,3.564102564,4.119230769,4.307692308,4.769230769,4.091608392,11.30745226,4.571428571,4.214285714,3.357142857,3.769230769,4.071428571,4.454545455,4.25,4.214285714,3.928571429,4.142857143,4.428571429,4.785714286,4.392857143,3.726190476,4.153571429,4.428571429,4.785714286,4.167099567,12.50940949,4.5,4.333333333,3.333333333,4,4.166666667,4.5,4.6,4.333333333,4,4.166666667,4.5,4,4.416666667,3.805555556,4.258333333,4.5,4,4.180555556,13.26572632,4.5,4.5,3.25,3.333333333,4,5,4.333333333,4.25,3.75,4.25,4,4.5,4.5,3.625,4.2375,4,4.5,4.129166667,33.71481481,34.77202104,-1.461927529,-0.335036578,-0.540076995
HRMS.PA,Hermes International SCA,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,Europe,2025,"224,018,292,264.00",26.13,0.4108767,0.3889,0.1254183,9.355219633,0,0.577452503,3.983660468,55.59749421,100,55.59749421,92.19,29.6,71.89,40.95,57.42,41.98,11.95,99.69,14.71,57.12,84.88,75.14,76.85,https://www.linkedin.com/company/hermes-group,105,11559,110.0857143,4.942857143,4.65396035,0.638095238,0.123809524,0.6,0.228571429,0.361904762,0.047619048,0.00952381,0.095238095,0.39047619,0.019047619,0.295238095,0.047619048,0.028571429,0,0.20952381,0.769270698,0.159442858,0.719093347,0.282809932,0.230729302,0.062462151,0.011246648,0.12552989,0.490613375,0.019897915,0.375465006,0.062808201,0.032961329,0,0.26109525,16.91779388,4.534090909,4.215909091,3,3.275,3.75,4.803571429,4.12,3.988636364,3.636363636,3.829545455,3.977272727,4.977272727,4.375,3.337121212,3.986742424,3.977272727,4.977272727,17.40006542,4.492537313,4.179104478,3.044776119,3.285714286,3.820895522,4.825,3.910714286,4.014925373,3.641791045,3.880597015,3.970149254,4.970149254,4.335820896,3.380597015,3.961442786,3.970149254,4.970149254,3.97379014,18.81328532,4.538461538,4.230769231,3.076923077,3.166666667,3.615384615,4.888888889,4.4,4.153846154,3.769230769,3.846153846,4,5,4.384615385,3.282051282,4.126923077,4,5,4.025407926,17.26474205,4.492063492,4.174603175,3.047619048,3.288135593,3.841269841,4.815789474,3.886792453,4.015873016,3.619047619,3.873015873,3.968253968,4.968253968,4.333333333,3.388888889,3.95026455,3.968253968,4.968253968,3.971212121,18.04339666,4.5,4.166666667,3.041666667,3.136363636,3.708333333,4.882352941,3.956521739,4.041666667,3.625,3.875,4.041666667,5,4.333333333,3.291666667,4.004166667,4.041666667,5,3.975568182,15.37911803,4.666666667,4.333333333,2.857142857,3.235294118,3.523809524,4.75,4.736842105,3.904761905,3.619047619,3.666666667,4,5,4.5,3.198412698,4.067460317,4,5,4.015151515,52.53266667,64.11802578,0.055135823,0.478373106,0.632588326
KORDS.IS,Kordsa Teknik Tekstil AS,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,"186,876,949.52",19.05,0.0204391,0.2857,1.083666,8.527935288,0,0.157812888,3.527184544,81.65638146,100,81.65638146,93.48,28.8,67.84,73.67,86.54,89.08,85.13,88.58,39.79,90.54,94.82,47.43,97.87,https://www.linkedin.com/company/kordsa,75,5054,67.38666667,3.653333333,4.317488114,0.8,0.506666667,0.32,0.28,0.2,0.213333333,0.2,0.373333333,0.16,0.013333333,0,0.16,0.013333333,0,0.28,0.848436882,0.562129007,0.299168975,0.320340324,0.151563118,0.220023744,0.233874159,0.402453502,0.145825089,0.015829046,0,0.153343886,0.021369213,0,0.320340324,17.72770752,4.142857143,4.031746032,2.444444444,3.019230769,3.380952381,4.909090909,4.333333333,3.396825397,3.015873016,3.174603175,3.428571429,4.523809524,4.087301587,2.944444444,3.377248677,3.428571429,4.523809524,18.03597331,4.203703704,4.018518519,2.462962963,3.022222222,3.37037037,4.947368421,4.333333333,3.37037037,3.018518519,3.166666667,3.444444444,4.481481481,4.111111111,2.947530864,3.370061728,3.444444444,4.481481481,3.528208006,18.54573258,4.085714286,3.971428571,2.542857143,2.96969697,3.371428571,4.928571429,4.4375,3.485714286,3.057142857,3.228571429,3.428571429,4.6,4.028571429,2.971428571,3.440952381,3.428571429,4.6,3.545454545,18.58713982,4.315789474,4,2.473684211,3,3.263157895,5,4,3.157894737,3.052631579,3.105263158,3.684210526,4.052631579,4.157894737,2.885964912,3.224561403,3.684210526,4.052631579,3.461988304,17.86428172,4.19047619,4.047619048,2.333333333,2.947368421,3.285714286,4.888888889,4.363636364,3.142857143,2.80952381,2.952380952,3.047619048,4.714285714,4.119047619,2.857142857,3.270634921,3.047619048,4.714285714,3.446608947,15.87811278,3.777777778,4.111111111,2.333333333,3,3.444444444,4.666666667,4.333333333,3.555555556,3,3.222222222,3.333333333,4.777777778,3.944444444,2.925925926,3.42037037,3.333333333,4.777777778,3.521043771,83.97266667,88.82106252,1.46190792,1.837380535,1.619720808
LAKE.OQ,Lakeland Industries Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"73,807,207.02",18.12,0.1146635,0.8571,0.1184306,8.881419552,0,0.751258598,3.589822961,26.55435762,100,26.55435762,1.25,0,4.33,17.24,42.9,6.67,33.02,10.87,57.16,29.4,5.86,10.21,39.2,https://www.linkedin.com/company/lakeland-fire-and-safety,106,7197,67.89622642,4.433962264,4.663439094,0.877358491,0.08490566,0.867924528,0.056603774,0.122641509,0.018867925,0,0.066037736,0.188679245,0,0.141509434,0.70754717,0.009433962,0,0.047169811,0.908156176,0.141030985,0.90065305,0.124218424,0.091843824,0.051132416,0,0.089898569,0.22634431,0,0.223982215,0.69890232,0.04362929,0,0.080589134,13.72664161,4.419354839,4.247311828,2.537634409,3.2,3.516129032,4.774193548,3.666666667,3.634408602,3.139784946,3.47311828,3.075268817,4.193548387,4.333333333,3.053763441,3.499462366,3.075268817,4.193548387,13.93313073,4.447058824,4.235294118,2.541176471,3.192982456,3.494117647,4.75,3.666666667,3.647058824,3.141176471,3.458823529,3.035294118,4.223529412,4.341176471,3.047058824,3.499215686,3.035294118,4.223529412,3.588247178,17.13443815,4.25,4,2.875,3.375,3.625,4.6,3.5,3.75,3.375,3.75,3,4.375,4.125,3.291666667,3.716666667,3,4.375,3.684090909,13.93313073,4.447058824,4.235294118,2.541176471,3.192982456,3.494117647,4.75,3.666666667,3.647058824,3.141176471,3.458823529,3.035294118,4.223529412,4.341176471,3.047058824,3.499215686,3.035294118,4.223529412,3.588247178,13.26947287,4,3.8,3,3.2,3.6,5,3.4,4.2,3.8,4,3.8,2.8,3.9,3.266666667,3.95,3.8,2.8,3.654545454,11.53269471,4.125,4.375,2.5,3.333333333,3.75,5,3.666666667,3.5,3.125,3.625,3.5,3.875,4.25,3.125,3.502083333,3.5,3.875,3.606565657,26.8604717,29.23138947,-1.512739037,-0.631318487,-0.761480438
LEVI.N,Levi Strauss & Co,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"6,893,535,001.03",22.65,0.106996,0.8462,0.5072317,9.726452,1,0.047243428,3.617314815,32.66861703,10.71428571,54.62294834,53.48,79.91,71.97,47.44,5.56,46.66,56.73,77.24,31.26,50.23,83.64,75.61,60.8,https://www.linkedin.com/company/levi-strauss-&-co-,122,16755,137.3360656,8.114754098,4.804021045,0.491803279,0.147540984,0.368852459,0.278688525,0.508196721,0.12295082,0.040983607,0.098360656,0.172131148,0.024590164,0.245901639,0.090163934,0.106557377,0,0.18852459,0.549328559,0.174216652,0.424052522,0.330826619,0.450671441,0.15308863,0.077350045,0.111131006,0.197314235,0.043449717,0.290898239,0.106535363,0.136496568,0,0.2347359,13.37507495,4.25,4.091666667,2.75,3.285714286,3.583333333,4.756756757,3.78021978,3.883333333,3.3,3.608333333,3.041666667,3.566666667,4.170833333,3.2,3.739861111,3.041666667,3.566666667,13.85879094,4.316666667,4.116666667,2.916666667,3.326530612,3.666666667,4.692307692,3.645833333,3.966666667,3.416666667,3.783333333,3.183333333,3.533333333,4.216666667,3.311111111,3.825277778,3.183333333,3.533333333,3.688703704,15.54822183,4.277777778,4.111111111,2.944444444,3.352941176,3.722222222,4.857142857,3.588235294,3.944444444,3.444444444,3.722222222,3,3.555555556,4.194444444,3.342592593,3.858333333,3,3.555555556,3.689309764,13.99914293,4.333333333,4.111111111,2.933333333,3.333333333,3.755555556,4.586206897,3.583333333,3.955555556,3.444444444,3.8,3.222222222,3.666666667,4.222222222,3.351851852,3.799259259,3.222222222,3.666666667,3.703063973,13.65228988,4.352941176,4.147058824,3.029411765,3.346153846,3.705882353,4.782608696,3.689655172,4.058823529,3.470588235,3.852941176,3.176470588,3.647058824,4.25,3.367647059,3.910784314,3.176470588,3.647058824,3.75426322,12.89135895,4.183333333,4.066666667,2.583333333,3.238095238,3.5,4.828571429,3.930232558,3.8,3.183333333,3.433333333,2.9,3.6,4.125,3.088888889,3.654444444,2.9,3.6,3.545925926,42.36696721,49.53294539,0.002525597,0.038956405,0.049769025
LULU.OQ,Lululemon Athletica Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,"20,755,615,859.47",23.76,0.2369822,0.9091,0.0028677,9.25157828,1,0.042410611,3.803093434,61.18884619,80.95238095,61.18884619,25.94,80.8,59.36,78.19,70.97,81.24,11.95,61.8,65.17,42.51,23.15,82.47,69.75,https://www.linkedin.com/company/lululemon,107,10421,97.39252336,5.504672897,4.672828834,0.803738318,0.037383178,0.738317757,0.205607477,0.196261682,0.018691589,0,0.028037383,0.523364486,0,0.355140187,0.009345794,0.102803738,0,0.112149533,0.858075041,0.046540639,0.780059495,0.28596104,0.141924959,0.02341426,0,0.031474906,0.510315709,0,0.424719317,0.020535457,0.137990596,0,0.161980616,14.68363564,4.46875,4.270833333,2.729166667,3.196969697,3.697916667,4.586206897,3.893333333,3.833333333,3.364583333,3.71875,3.364583333,4.791666667,4.369791667,3.203125,3.7625,3.364583333,4.791666667,14.89067988,4.49382716,4.296296296,2.765432099,3.254545455,3.765432099,4.58,3.921875,3.901234568,3.407407407,3.790123457,3.358024691,4.814814815,4.395061728,3.25308642,3.811111111,3.358024691,4.814814815,3.840192044,15.55185324,4.5,4,3.25,3.25,3,4,4,3.5,3.25,3.5,3,4.5,4.25,3.166666667,3.5,3,4.5,3.595454546,14.7106203,4.513513514,4.324324324,2.756756757,3.28,3.824324324,4.604166667,3.9,3.905405405,3.418918919,3.810810811,3.418918919,4.824324324,4.418918919,3.272522522,3.820945946,3.418918919,4.824324324,3.860681136,16.72341145,4.363636364,4.136363636,2.954545455,3.263157895,3.863636364,4.266666667,4.157894737,4.181818182,3.5,3.863636364,3.181818182,4.909090909,4.25,3.371212121,3.956818182,3.181818182,4.909090909,3.878030303,13.56559675,4.333333333,4.133333333,2.533333333,2.909090909,3.333333333,4.625,3.727272727,3.466666667,3.133333333,3.333333333,3.4,4.666666667,4.233333333,2.933333333,3.5,3.4,4.666666667,3.602760943,49.68140187,58.28227521,0.356981326,0.355125967,0.399391938
MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,"462,131,704.60",19.95,0.0293383,0.9167,1.8345865,9.402117088,0,0.137147304,3.540807195,43.4900689,100,43.4900689,3.75,29.6,12.69,77.04,57.42,87.7,43.71,2.17,92.88,35.07,1.54,0,39.2,https://www.linkedin.com/company/magneracorporation,118,12114,102.6610169,6.440677966,4.770684624,0.762711864,0.398305085,0.525423729,0.144067797,0.237288136,0.152542373,0.050847458,0.36440678,0.211864407,0,0.084745763,0.262711864,0.033898305,0.06779661,0.06779661,0.794782896,0.418028727,0.561499092,0.152468219,0.205217104,0.181938253,0.052005944,0.37947829,0.220158494,0,0.108552088,0.273485224,0.031451213,0.055885752,0.089483243,16.07938333,4.289473684,4.026315789,2.622807018,3.207317073,3.5,4.617647059,4.079545455,3.850877193,3.210526316,3.51754386,3.359649123,2.815789474,4.157894737,3.114035088,3.706140351,3.359649123,2.815789474,16.71866721,4.272727273,4.011363636,2.636363636,3.212121212,3.5,4.634615385,4.015151515,3.829545455,3.238636364,3.511363636,3.352272727,2.715909091,4.142045455,3.123106061,3.699431818,3.352272727,2.715909091,3.523943985,17.96256875,4.288888889,3.977777778,2.733333333,3.176470588,3.4,4.571428571,4.032258065,3.711111111,3.222222222,3.4,3.333333333,2.6,4.133333333,3.092592593,3.640740741,3.333333333,2.6,3.481167228,16.86441648,4.229508197,3.93442623,2.590163934,3.142857143,3.360655738,4.484848485,3.87804878,3.721311475,3.245901639,3.409836066,3.409836066,2.639344262,4.081967213,3.035519126,3.605191257,3.409836066,2.639344262,3.448948501,17.03356969,4.352941176,4.294117647,3.058823529,3.666666667,4.117647059,4.571428571,4.5,4.352941176,3.352941176,4.058823529,3.176470588,3.294117647,4.323529412,3.666666667,4.106862745,3.176470588,3.294117647,3.891265597,13.91565324,4.346153846,4.076923077,2.576923077,3.1875,3.5,4.5625,4.272727273,3.923076923,3.115384615,3.538461538,3.384615385,3.153846154,4.211538462,3.083333333,3.728846154,3.384615385,3.153846154,3.597882673,34.58008475,36.74270926,-0.598475666,-0.297634915,-0.461328363
MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,"527,164,374.47",20.08,0.1745745,0.8571,0.4058077,8.765302489,0,-0.588711221,3.53031413,42.51312355,100,42.51312355,39.44,28.8,50.67,36.06,58.33,24.07,36.39,80.56,93.21,44.53,60.67,10.26,8.84,https://www.linkedin.com/company/marimekko,99,6408,64.72727273,5.111111111,4.59511985,0.222222222,0.070707071,0.111111111,0.090909091,0.777777778,0.070707071,0.02020202,0.01010101,0.02020202,0,0.060606061,0.03030303,0.050505051,0.03030303,0.050505051,0.281210986,0.112827715,0.140137328,0.147003745,0.718789014,0.112827715,0.055555556,0.027465668,0.033707865,0,0.060861423,0.04556804,0.071785268,0.040418227,0.10221598,10.68507969,4.472527473,4.098901099,2.593406593,3.36,3.274725275,4.714285714,4.095238095,3.747252747,3.164835165,3.461538462,3.417582418,3.065934066,4.285714286,2.946886447,3.560622711,3.417582418,3.065934066,12.76950481,4.363636364,4.090909091,2.863636364,3.333333333,3.409090909,4.727272727,4,4,3.227272727,3.636363636,3.545454545,2.818181818,4.227272727,3.174242424,3.731818182,3.545454545,2.818181818,3.611822773,12.8164725,4.428571429,4,3.285714286,3.666666667,3.428571429,4.75,4.5,4.428571429,3.571428571,3.714285714,3.714285714,2.571428571,4.214285714,3.357142857,4.038095238,3.714285714,2.571428571,3.775613275,12.13147414,4.454545455,4.090909091,2.636363636,3.333333333,3.181818182,4.8,3.75,3.727272727,3.181818182,3.454545455,3.454545455,2.909090909,4.272727273,2.984848485,3.543939394,3.454545455,2.909090909,3.500183655,14.57949923,4.222222222,4.111111111,3.222222222,3.6,3.888888889,4.571428571,4,4.111111111,3.333333333,3.888888889,3.666666667,2.777777778,4.166666667,3.574074074,3.938888889,3.666666667,2.777777778,3.771717172,10.02048037,4.507246377,4.101449275,2.507246377,3.375,3.231884058,4.709677419,4.133333333,3.666666667,3.144927536,3.405797101,3.376811594,3.144927536,4.304347826,2.874396135,3.506038647,3.376811594,3.144927536,3.504325867,11.80868687,17.25825062,-0.651215426,-1.281938315,-1.239926647
MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,"15,125,744,532.08",23.44,0.2971523,0.5833,0.2669073,8.583355394,0,-0.126995135,3.61789899,79.69626451,100,79.69626451,98.45,58.4,82.79,69.45,86.54,56.3,68.67,95.99,98.82,86.87,99.7,91.13,92.99,https://www.linkedin.com/company/moncler,62,5342,86.16129032,4.85483871,4.127134385,0.435483871,0.080645161,0.290322581,0.274193548,0.564516129,0.064516129,0.032258065,0.048387097,0.177419355,0.016129032,0.112903226,0.032258065,0.080645161,0.032258065,0.193548387,0.628416323,0.140584051,0.414825908,0.451703482,0.371583677,0.124859603,0.051104455,0.1160614,0.260014976,0.011793336,0.206476975,0.046798952,0.143579184,0.04998128,0.331523774,15.39003933,4.3,4.24,2.46,3.24137931,3.22,4.5,4.051282051,3.48,3.08,3.22,3.2,4.88,4.27,2.883333333,3.500666667,3.2,4.88,17.08330812,4.041666667,4,2.916666667,3.285714286,3.333333333,4.263157895,3.782608696,3.791666667,3.333333333,3.583333333,3.25,4.833333333,4.020833333,3.180555556,3.708333333,3.25,4.833333333,3.695580808,17.83001702,4.4,4.2,3.2,4,3.8,4,3.2,4,3.6,3.8,3.6,5,4.3,3.566666667,3.69,3.6,5,3.892424242,16.80322106,3.8125,3.875,2.8125,3.071428571,3.3125,4,3.533333333,3.5625,3.25,3.5,3,4.75,3.84375,3.09375,3.534375,3,4.75,3.540530303,18.14043784,4.1875,4.125,3.0625,3.375,3.3125,4.285714286,3.875,3.875,3.375,3.5625,3.125,5,4.15625,3.25,3.7875,3.125,5,3.762310606,13.82702198,4.538461538,4.461538462,2.038461538,3.125,3.115384615,4.909090909,4.4375,3.192307692,2.846153846,2.884615385,3.153846154,4.923076923,4.5,2.608974359,3.308974359,3.153846154,4.923076923,3.546192696,50.93967742,79.04568701,1.35609228,0.409515466,1.229097145
MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing,Europe,2025,"4,838,553.37",15.39,-0.1198455,0.5714,1.3921715,7.724888439,0,0.061033567,3.722020202,27.18747626,100,27.18747626,5.28,58.4,23.7,3.03,31.41,1.97,85.13,2.16,5.12,40.84,19.21,5.24,27.44,https://www.linkedin.com/company/monnalisa-s.p.a,18,2264,125.7777778,5.833333333,2.890371758,0.444444444,0,0.277777778,0.222222222,0.555555556,0,0,0,0.111111111,0,0.166666667,0,0.166666667,0,0.111111111,0.624116608,0,0.280035336,0.4545053,0.375883392,0,0,0,0.089664311,0,0.190371025,0,0.344081272,0,0.198763251,18.11394677,4.333333333,4.266666667,2.533333333,3.357142857,3.266666667,4.714285714,3.8,3.6,3.4,3.333333333,3.866666667,4.8,4.3,3.055555556,3.59,3.866666667,4.8,17.34101224,4.25,4.125,2.5,3.285714286,3.375,4.666666667,3.666666667,3.625,3.375,3.25,3.75,4.625,4.1875,3.0625,3.5375,3.75,4.625,3.660416666,,,,,,,,,,,,,,,,,,,,16.42336716,4.4,4.2,2.6,3.5,3.8,5,3.75,3.8,3.4,3.4,4.2,5,4.3,3.3,3.7,4.2,5,3.884848485,19.47055748,4,4,2.75,3.5,3,4.5,4,3.75,3.5,3.25,3.5,4.25,4,3.083333333,3.6,3.5,4.25,3.589772727,18.9973005,4.428571429,4.428571429,2.571428571,3.428571429,3.142857143,4.75,4,3.571428571,3.428571429,3.428571429,4,5,4.428571429,3.047619048,3.65,4,5,3.792424243,12.01777778,12.81379417,-1.478560538,-1.272900271,-1.417526971
NEWAb.ST,New Wave Group AB,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,"991,699,058.26",20.71,0.1268589,0.8,0.3276385,7.490529402,0,-0.493102069,3.334821903,47.17456334,100,47.17456334,13.35,80,46.75,59.45,58.33,78.07,68.67,37.35,14.57,42.2,25.91,33.7,4.57,https://www.linkedin.com/company/new-wave-group,37,1791,48.40540541,3.216216216,3.610917913,0.297297297,0.054054054,0.162162162,0.162162162,0.702702703,0.054054054,0,0.027027027,0.027027027,0.027027027,0.054054054,0.054054054,0,0.054054054,0.135135135,0.385259631,0.090452261,0.245672808,0.190954774,0.614740369,0.090452261,0,0.057509771,0.026242323,0.051367951,0.018983808,0.149078727,0,0.057509771,0.146286991,12.53963971,4.421052632,3.789473684,2.315789474,3,3.473684211,4.25,4,3.578947368,2.894736842,3.157894737,3.157894737,2.842105263,4.105263158,2.903508772,3.371929825,3.157894737,2.842105263,14.40579548,4.125,3.875,2.125,3,3.25,5,4,3.375,2.75,3,3,3.5,4,2.75,3.24375,3,3.5,3.26780303,14.98612903,4,3.5,2.5,3,3,,5,3.5,3,3,3.5,2,3.75,2.833333333,3.416666667,3.5,2,3.190909091,14.84267791,4,3.666666667,2.666666667,3,2.666666667,5,,3.666666667,3,3,4,3.333333333,3.833333333,2.777777778,3.361111111,4,3.333333333,3.348484848,14.00267188,4.166666667,4,2,3,3.5,5,4,3.333333333,2.666666667,3,2.666666667,3.5,4.083333333,2.777777778,3.269444445,2.666666667,3.5,3.273737374,11.18243551,4.636363636,3.727272727,2.454545455,3,3.636363636,4,4,3.727272727,3,3.272727273,3.272727273,2.363636364,4.181818182,3.015151515,3.465151515,3.272727273,2.363636364,3.383562902,19.01081081,25.94829704,-0.399570628,-0.970623431,-0.892672697
